row,key,column,before,after,confidence,evidence_url,evidence
153,1101110003999,top_sicNm,,호텔업,medium,http://nomustar.co.kr/sub/salary_page.php?company_name=(%EC%A3%BC)%EC%A1%B0%EC%84%A0%ED%98%B8%ED%85%94%EC%95%A4%EB%A6%AC%EC%A1%B0%ED%8A%B8&company_no=104812,"회사명: (주)조선호텔앤리조트, 주소: 서울특별시 중구 소공동, 업종: 호텔업"
154,1101110003999,top_sicNm,,호텔업,medium,http://nomustar.co.kr/sub/salary_page.php?company_name=(%EC%A3%BC)%EC%A1%B0%EC%84%A0%ED%98%B8%ED%85%94%EC%95%A4%EB%A6%AC%EC%A1%B0%ED%8A%B8&company_no=104812,"회사명: (주)조선호텔앤리조트, 주소: 서울특별시 중구 소공동, 업종: 호텔업"
215,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
216,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
217,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
218,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
219,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
220,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
221,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
222,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
223,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
224,1101110006167,top_sicNm,,도로 화물 운송업,medium,https://terms.naver.com/entry.naver?docId=649758&cid=43167&categoryId=43167,CJ대한통운은 육상 및 해상화물 운송 전문업체이다.
373,1101110019334,top_sicNm,,기타 식품 첨가물 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cHRzQXhXMmdUQWRKQUxHQ21NS3FRQT09,(주)조흥의 업종은 기타 식품 첨가물 제조업으로 확인됨
374,1101110019334,top_sicNm,,기타 식품 첨가물 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cHRzQXhXMmdUQWRKQUxHQ21NS3FRQT09,(주)조흥의 업종은 기타 식품 첨가물 제조업으로 확인됨
375,1101110019334,top_sicNm,,기타 식품 첨가물 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cHRzQXhXMmdUQWRKQUxHQ21NS3FRQT09,(주)조흥의 업종은 기타 식품 첨가물 제조업으로 확인됨
376,1101110019334,top_sicNm,,기타 식품 첨가물 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cHRzQXhXMmdUQWRKQUxHQ21NS3FRQT09,(주)조흥의 업종은 기타 식품 첨가물 제조업으로 확인됨
377,1101110019334,top_sicNm,,기타 식품 첨가물 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cHRzQXhXMmdUQWRKQUxHQ21NS3FRQT09,(주)조흥의 업종은 기타 식품 첨가물 제조업으로 확인됨
378,1101110019334,top_sicNm,,기타 식품 첨가물 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cHRzQXhXMmdUQWRKQUxHQ21NS3FRQT09,(주)조흥의 업종은 기타 식품 첨가물 제조업으로 확인됨
381,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
382,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
383,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
384,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
385,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
386,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
387,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
388,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
389,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
390,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
391,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
392,1101110020307,top_sicNm,,토목시설물 건설업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=S0FnYmZLckh4YVErcE5aRkkzS0NtUT09,삼환기업(주) 업종: 토목시설물 건설업
403,1101110027858,top_sicNm,,건물 건설업,medium,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3JoTU03L25XY0FSMTJ3VWNxYnhrdz09,극동건설(주) 기업소개 업종: 건물 건설업
404,1101110027858,top_sicNm,,건물 건설업,medium,https://www.saramin.co.kr/zf_user/company-info/view?csn=U3JoTU03L25XY0FSMTJ3VWNxYnhrdz09,극동건설(주) 기업소개 업종: 건물 건설업
426,1101110028939,top_sicNm,,자동차 신품 부품 제조업,medium,https://bizno.net/article/5058504532,업종분류: 제조업 > 자동차 및 트레일러 제조업 > 자동차 신품 부품 제조업
427,1101110028939,top_sicNm,,자동차 신품 부품 제조업,medium,https://bizno.net/article/5058504532,업종분류: 제조업 > 자동차 및 트레일러 제조업 > 자동차 신품 부품 제조업
428,1101110028939,top_sicNm,,자동차 신품 부품 제조업,medium,https://bizno.net/article/5058504532,업종분류: 제조업 > 자동차 및 트레일러 제조업 > 자동차 신품 부품 제조업
429,1101110028939,top_sicNm,,자동차 신품 부품 제조업,medium,https://bizno.net/article/5058504532,업종분류: 제조업 > 자동차 및 트레일러 제조업 > 자동차 신품 부품 제조업
430,1101110028939,top_sicNm,,자동차 신품 부품 제조업,medium,https://bizno.net/article/5058504532,업종분류: 제조업 > 자동차 및 트레일러 제조업 > 자동차 신품 부품 제조업
431,1101110028939,top_sicNm,,자동차 신품 부품 제조업,medium,https://bizno.net/article/5058504532,업종분류: 제조업 > 자동차 및 트레일러 제조업 > 자동차 신품 부품 제조업
432,1101110028939,top_sicNm,,자동차 신품 부품 제조업,medium,https://bizno.net/article/5058504532,업종분류: 제조업 > 자동차 및 트레일러 제조업 > 자동차 신품 부품 제조업
471,1101110031338,top_sicNm,,지주회사,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q3ZadnZROGt2bFBLd1c1Q2I0RUs3UT09,동국홀딩스(주)의 업종은 지주회사로 확인됨
472,1101110031338,top_sicNm,,지주회사,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q3ZadnZROGt2bFBLd1c1Q2I0RUs3UT09,동국홀딩스(주)의 업종은 지주회사로 확인됨
490,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
491,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
492,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
493,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
494,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
495,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
496,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
497,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
498,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
499,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
500,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
501,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
502,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
503,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
504,1101110033433,top_sicNm,,모피 및 가죽 제조업,high,https://www.saramin.co.kr/zf_user/company-info/view?csn=cGxNbk84dkFhY21YanZrbElMYkNRUT09,"에스와이티에스(주)의 업종은 모피 및 가죽 제조업이며, 주소는 서울 강남구 테헤란로 301이다."
505,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
506,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
507,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
508,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
509,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
510,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
511,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
512,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
513,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
514,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
515,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
516,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
517,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
518,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
519,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
520,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
521,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
522,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
523,1101110033722,top_sicNm,,기타 식품 제조업,medium,https://www.atfis.or.kr/home/company.do?act=detail&cpnyCd=100000004681842,롯데웰푸드 주식회사 산업: 기타 식품 제조업
524,1101110035132,top_sicNm,,자동차용 엔진 및 자동차 제조업,medium,https://localbiz.kr/biz/%EC%BC%80%EC%9D%B4%EC%A7%80%EB%AA%A8%EB%B9%8C%EB%A6%AC%ED%8B%B0-1258114248,케이지모빌리티(주)는 경기 평택시에 위치한 자동차용 엔진 및 자동차 제조업 사업자입니다.
661,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
662,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
663,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
664,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
665,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
666,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
667,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
668,1101110073314,top_sicNm,,콘크리트·시멘트 제조업,medium,https://map.naver.com/p/search/%28%EC%A3%BC%29%EC%82%BC%ED%91%9C,"삼표그룹 업종분류: 제조업>콘크리트,시멘트제조"
756,1101110090516,top_sicNm,,"떡, 빵 및 과자류 제조업",high,https://bizno.net/article/1338122244,"주식회사 에스피씨삼립의 국세청 산업분류는 기타 식품 제조업이며 세분류는 떡, 빵 및 과자류 제조업이다."
757,1101110090516,top_sicNm,,"떡, 빵 및 과자류 제조업",high,https://bizno.net/article/1338122244,"주식회사 에스피씨삼립의 국세청 산업분류는 기타 식품 제조업이며 세분류는 떡, 빵 및 과자류 제조업이다."
758,1101110090516,top_sicNm,,"떡, 빵 및 과자류 제조업",high,https://bizno.net/article/1338122244,"주식회사 에스피씨삼립의 국세청 산업분류는 기타 식품 제조업이며 세분류는 떡, 빵 및 과자류 제조업이다."
759,1101110090516,top_sicNm,,"떡, 빵 및 과자류 제조업",high,https://bizno.net/article/1338122244,"주식회사 에스피씨삼립의 국세청 산업분류는 기타 식품 제조업이며 세분류는 떡, 빵 및 과자류 제조업이다."
780,1101110101470,top_sicNm,,지주회사,high,https://kind.krx.co.kr/external/2025/03/19/001242/20250319005361/11011.htm,"투자사업을 전담하는 순수지주회사로 전환했으며, 주된 사업은 지주사업입니다."
781,1101110101470,top_sicNm,,지주회사,high,https://kind.krx.co.kr/external/2025/03/19/001242/20250319005361/11011.htm,"투자사업을 전담하는 순수지주회사로 전환했으며, 주된 사업은 지주사업입니다."
811,1101110109854,top_sicNm,,완제 의약품 제조업,high,https://job.gg.go.kr/empmn/desEntDtl.do?bizrno=3038117108,표준산업분류: 완제 의약품 제조업; 주소: 경기 용인시 기흥구 이현로30번길 107
812,1101110109854,top_sicNm,,완제 의약품 제조업,high,https://job.gg.go.kr/empmn/desEntDtl.do?bizrno=3038117108,표준산업분류: 완제 의약품 제조업; 주소: 경기 용인시 기흥구 이현로30번길 107
813,1101110109854,top_sicNm,,완제 의약품 제조업,high,https://job.gg.go.kr/empmn/desEntDtl.do?bizrno=3038117108,표준산업분류: 완제 의약품 제조업; 주소: 경기 용인시 기흥구 이현로30번길 107
814,1101110109854,top_sicNm,,완제 의약품 제조업,high,https://job.gg.go.kr/empmn/desEntDtl.do?bizrno=3038117108,표준산업분류: 완제 의약품 제조업; 주소: 경기 용인시 기흥구 이현로30번길 107
815,1101110109854,top_sicNm,,완제 의약품 제조업,high,https://job.gg.go.kr/empmn/desEntDtl.do?bizrno=3038117108,표준산업분류: 완제 의약품 제조업; 주소: 경기 용인시 기흥구 이현로30번길 107
